,Unnamed: 0,Date Occurred,Time Occurred,Area Name,Reporting District,Crime Code Description,Victim Age,Victim Sex,Victim Descent,Premise Description,Location ,Month,Day,Year,Lat,Lon,Datetime,Daily Max Temp
20323,1018350,04/26/2015,2230,Southwest,395,CRIMINAL HOMICIDE,42.0,M,B,STREET,"(34.0046, -118.3171)",4,26,2015,34.0046,-118.3171,2015-04-26,24.5
20406,1018436,04/28/2015,1724,Southwest,314,THROWING OBJECT AT MOVING VEHICLE,43.0,F,H,SINGLE FAMILY DWELLING,"(34.0312, -118.3262)",4,28,2015,34.0312,-118.3262,2015-04-28,31.5
20526,1018578,05/04/2015,5,Southwest,374,ARSON,48.0,M,H,STREET,"(34.0146, -118.3241)",5,4,2015,34.0146,-118.3241,2015-05-04,21.0
20730,1018809,05/02/2015,2200,Southwest,317,PICKPOCKET,20.0,M,H,SIDEWALK,"(34.0328, -118.2915)",5,2,2015,34.0328,-118.2915,2015-05-02,29.0
20909,1019005,05/02/2015,1630,Southwest,312,PICKPOCKET,53.0,M,H,BAR/COCKTAIL/NIGHTCLUB,"(34.0255, -118.3548)",5,2,2015,34.0255,-118.3548,2015-05-02,28.6
21382,1019527,05/30/2015,2330,Southwest,379,KIDNAPPING,34.0,M,H,STREET,"(34.0132, -118.2945)",5,30,2015,34.0132,-118.2945,2015-05-30,26.8
21897,1020089,06/13/2015,2027,Southwest,395,CRIMINAL HOMICIDE,38.0,M,B,SIDEWALK,"(34.0073, -118.3108)",6,13,2015,34.0073,-118.3108,2015-06-13,24.5
22213,1020426,06/21/2015,2310,Southwest,395,CRIMINAL HOMICIDE,17.0,M,B,STREET,"(34.0055, -118.3113)",6,21,2015,34.0055,-118.3113,2015-06-21,28.3
22366,1020599,06/27/2015,1417,Southwest,319,ARSON,14.0,M,W,RESTAURANT/FAST FOOD,"(34.0295, -118.2752)",6,27,2015,34.0295,-118.2752,2015-06-27,28.6
22379,1020613,06/27/2015,2140,Southwest,395,CRIMINAL HOMICIDE,26.0,M,B,SIDEWALK,"(34.0052, -118.3089)",6,27,2015,34.0052,-118.3089,2015-06-27,28.7
22414,1020654,06/26/2015,1100,Southwest,355,KIDNAPPING,33.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0256, -118.312)",6,26,2015,34.0256,-118.312,2015-06-26,29.6
22452,1020704,06/29/2015,200,Southwest,395,KIDNAPPING,22.0,F,B,STREET,"(34.0099, -118.3089)",6,29,2015,34.0099,-118.3089,2015-06-29,32.2
22562,1020823,07/04/2015,1140,Southwest,397,KIDNAPPING,23.0,F,H,PARKING LOT,"(34.0073, -118.298)",7,4,2015,34.0073,-118.298,2015-07-04,26.5
22602,1020865,07/04/2015,2250,Southwest,374,CRIMINAL HOMICIDE,28.0,M,B,SIDEWALK,"(34.0146, -118.3204)",7,4,2015,34.0146,-118.3204,2015-07-04,26.5
23091,1021411,07/20/2015,1846,Southwest,393,CRIMINAL HOMICIDE,25.0,M,B,STREET,"(34.0101, -118.3332)",7,20,2015,34.0101,-118.3332,2015-07-20,28.2
23548,1021916,08/03/2015,515,Southwest,362,CRIMINAL HOMICIDE,28.0,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.015, -118.348)",8,3,2015,34.015,-118.348,2015-08-03,30.8
23900,1022308,08/11/2015,411,Southwest,397,ARSON,38.0,F,B,DRIVEWAY,"(34.0109, -118.3013)",8,11,2015,34.0109,-118.3013,2015-08-11,27.9
24019,1022446,08/14/2015,2100,Southwest,393,KIDNAPPING,35.0,F,B,STREET,"(34.0088, -118.327)",8,14,2015,34.0088,-118.327,2015-08-14,36.1
24073,1022504,08/19/2015,2251,Southwest,361,CRIMINAL HOMICIDE,57.0,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0149, -118.3524)",8,19,2015,34.0149,-118.3524,2015-08-19,27.9
24111,1022549,09/05/2015,1426,Southwest,334,CRIMINAL HOMICIDE,60.0,M,B,SIDEWALK,"(34.0326, -118.3333)",9,5,2015,34.0326,-118.3333,2015-09-05,28.4
24181,1022636,08/22/2015,2055,Southwest,338,THROWING OBJECT AT MOVING VEHICLE,39.0,M,H,FREEWAY,"(34.0268, -118.2896)",8,22,2015,34.0268,-118.2896,2015-08-22,28.4
24182,1022637,08/22/2015,2055,Southwest,338,THROWING OBJECT AT MOVING VEHICLE,39.0,F,H,FREEWAY,"(34.0268, -118.2896)",8,22,2015,34.0268,-118.2896,2015-08-22,28.4
24329,1022799,08/19/2015,20,Southwest,327,KIDNAPPING,36.0,F,B,SIDEWALK,"(34.0305, -118.2865)",8,19,2015,34.0305,-118.2865,2015-08-19,28.1
24366,1022837,09/15/2015,1715,Southwest,391,THROWING OBJECT AT MOVING VEHICLE,35.0,F,A,STREET,"(33.9971, -118.3578)",9,15,2015,33.9971,-118.3578,2015-09-15,24.9
24696,1023217,09/07/2015,2100,Southwest,397,KIDNAPPING,46.0,M,B,STREET,"(34.01, -118.2915)",9,7,2015,34.01,-118.2915,2015-09-07,33.7
25403,1024002,09/27/2015,500,Southwest,317,CRIMINAL HOMICIDE,30.0,M,H,RESTAURANT/FAST FOOD,"(34.0349, -118.2959)",9,27,2015,34.0349,-118.2959,2015-09-27,32.7
25611,1024234,09/29/2015,1540,Southwest,331,CRIMINAL HOMICIDE,71.0,F,B,SINGLE FAMILY DWELLING,"(34.0283, -118.3492)",9,29,2015,34.0283,-118.3492,2015-09-29,30.6
25757,1024394,10/06/2015,800,Southwest,361,CRIMINAL HOMICIDE,43.0,M,H,ALLEY,"(34.0161, -118.3547)",10,6,2015,34.0161,-118.3547,2015-10-06,25.9
25835,1024479,10/08/2015,315,Southwest,314,ARSON,19.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0306, -118.3224)",10,8,2015,34.0306,-118.3224,2015-10-08,33.5
25845,1024494,10/07/2015,1315,Southwest,361,PICKPOCKET,58.0,M,B,OTHER STORE,"(34.0215, -118.3524)",10,7,2015,34.0215,-118.3524,2015-10-07,29.5
26004,1024664,10/11/2015,2235,Southwest,326,ARSON,33.0,M,H,"VEHICLE, PASSENGER/TRUCK","(34.03, -118.3028)",10,11,2015,34.03,-118.3028,2015-10-11,36.0
26073,1024741,10/14/2015,103,Southwest,376,ARSON,34.0,F,B,"VEHICLE, PASSENGER/TRUCK","(34.0173, -118.3016)",10,14,2015,34.0173,-118.3016,2015-10-14,28.3
26124,1024809,10/15/2015,855,Southwest,379,CRIMINAL HOMICIDE,35.0,M,H,STREET,"(34.0155, -118.2915)",10,15,2015,34.0155,-118.2915,2015-10-15,25.3
26228,1024931,10/17/2015,2320,Southwest,311,CRIMINAL HOMICIDE,23.0,M,H,DRIVEWAY,"(34.0302, -118.3635)",10,17,2015,34.0302,-118.3635,2015-10-17,25.8
26544,1025289,10/26/2015,1400,Southwest,396,PICKPOCKET,41.0,F,B,SIDEWALK,"(34.0046, -118.2916)",10,26,2015,34.0046,-118.2916,2015-10-26,30.9
26588,1025342,10/27/2015,1320,Southwest,312,THROWING OBJECT AT MOVING VEHICLE,22.0,F,H,STREET,"(34.0304, -118.3582)",10,27,2015,34.0304,-118.3582,2015-10-27,28.7
27111,1025944,11/12/2015,1746,Southwest,356,CRIMINAL HOMICIDE,67.0,M,B,STREET,"(34.0219, -118.3031)",11,12,2015,34.0219,-118.3031,2015-11-12,24.5
27298,1026153,11/18/2015,423,Southwest,396,CRIMINAL HOMICIDE,22.0,M,H,ALLEY,"(34.0092, -118.29)",11,18,2015,34.0092,-118.29,2015-11-18,25.1
27356,1026218,11/19/2015,1930,Southwest,333,CRIMINAL HOMICIDE,57.0,M,O,TOBACCO SHOP,"(34.0278, -118.3378)",11,19,2015,34.0278,-118.3378,2015-11-19,28.3
27523,1026409,11/22/2015,2000,Southwest,362,ARSON,27.0,F,H,PARKING UNDERGROUND/BUILDING,"(34.015, -118.348)",11,22,2015,34.015,-118.348,2015-11-22,29.1
27807,1026716,12/03/2015,1920,Southwest,311,THROWING OBJECT AT MOVING VEHICLE,25.0,F,H,STREET,"(34.0325, -118.3602)",12,3,2015,34.0325,-118.3602,2015-12-03,23.6
28366,1027358,12/22/2015,1030,Southwest,334,CRIMINAL HOMICIDE,29.0,M,B,SIDEWALK,"(34.0326, -118.3338)",12,22,2015,34.0326,-118.3338,2015-12-22,16.8
28707,1027757,05/24/2015,645,Hollenbeck,455,KIDNAPPING,21.0,F,H,SINGLE FAMILY DWELLING,"(34.0526, -118.2111)",5,24,2015,34.0526,-118.2111,2015-05-24,21.9
28802,1027868,07/21/2015,1610,Hollenbeck,424,THROWING OBJECT AT MOVING VEHICLE,56.0,M,H,STREET,"(34.07, -118.1998)",7,21,2015,34.07,-118.1998,2015-07-21,26.7
28889,1027967,08/27/2015,1455,Hollenbeck,438,CRIMINAL HOMICIDE,22.0,M,H,STREET,"(34.0758, -118.1737)",8,27,2015,34.0758,-118.1737,2015-08-27,36.5
28895,1027978,08/30/2015,200,Hollenbeck,401,ARSON,52.0,M,H,STREET,"(34.0902, -118.2067)",8,30,2015,34.0902,-118.2067,2015-08-30,33.2
29004,1028120,11/28/2015,2315,Hollenbeck,407,CRIMINAL HOMICIDE,25.0,M,H,STREET,"(34.0859, -118.1929)",11,28,2015,34.0859,-118.1929,2015-11-28,16.6
29336,1028575,01/25/2015,200,Hollenbeck,467,THROWING OBJECT AT MOVING VEHICLE,46.0,M,H,STREET,"(34.0437, -118.2098)",1,25,2015,34.0437,-118.2098,2015-01-25,26.7
29574,1028885,02/10/2015,536,Hollenbeck,455,CRIMINAL HOMICIDE,20.0,M,H,DRIVEWAY,"(34.0516, -118.2095)",2,10,2015,34.0516,-118.2095,2015-02-10,27.6
29915,1029344,03/03/2015,2200,Hollenbeck,437,KIDNAPPING,31.0,F,H,SINGLE FAMILY DWELLING,"(34.0659, -118.1939)",3,3,2015,34.0659,-118.1939,2015-03-03,17.8
29960,1029399,03/07/2015,437,Hollenbeck,427,ARSON,21.0,F,H,"VEHICLE, PASSENGER/TRUCK","(34.0793, -118.1925)",3,7,2015,34.0793,-118.1925,2015-03-07,29.6
30116,1029601,03/17/2015,1810,Hollenbeck,429,THROWING OBJECT AT MOVING VEHICLE,14.0,X,X,STREET,"(34.0865, -118.1647)",3,17,2015,34.0865,-118.1647,2015-03-17,27.7
30154,1029660,03/20/2015,500,Hollenbeck,442,KIDNAPPING,48.0,F,H,SINGLE FAMILY DWELLING,"(34.057, -118.2118)",3,20,2015,34.057,-118.2118,2015-03-20,27.3
30195,1029710,03/21/2015,1853,Hollenbeck,415,CRIMINAL HOMICIDE,37.0,M,H,STREET,"(34.0762, -118.2119)",3,21,2015,34.0762,-118.2119,2015-03-21,24.9
30494,1030120,04/08/2015,2220,Hollenbeck,467,CRIMINAL HOMICIDE,29.0,M,H,PARKING LOT,"(34.0406, -118.2117)",4,8,2015,34.0406,-118.2117,2015-04-08,21.6
30754,1030474,03/31/2015,1800,Hollenbeck,423,THROWING OBJECT AT MOVING VEHICLE,52.0,F,H,STREET,"(34.0651, -118.2081)",3,31,2015,34.0651,-118.2081,2015-03-31,25.6
31075,1030907,05/22/2015,1700,Hollenbeck,415,CRIMINAL HOMICIDE,18.0,M,H,SIDEWALK,"(34.0762, -118.2119)",5,22,2015,34.0762,-118.2119,2015-05-22,19.1
31274,1031170,06/04/2015,2205,Hollenbeck,464,KIDNAPPING,23.0,F,H,"VEHICLE, PASSENGER/TRUCK","(34.0443, -118.211)",6,4,2015,34.0443,-118.211,2015-06-04,20.7
31691,1031737,07/07/2015,500,Hollenbeck,438,KIDNAPPING,38.0,F,H,HOTEL,"(34.0757, -118.1711)",7,7,2015,34.0757,-118.1711,2015-07-07,27.4
32240,1032515,08/14/2015,1700,Hollenbeck,424,CRIMINAL HOMICIDE,50.0,M,H,PARK/PLAYGROUND,"(34.0685, -118.2011)",8,14,2015,34.0685,-118.2011,2015-08-14,38.0
32408,1032741,08/25/2015,140,Hollenbeck,438,CRIMINAL HOMICIDE,28.0,M,H,SIDEWALK,"(34.0765, -118.1703)",8,25,2015,34.0765,-118.1703,2015-08-25,31.1
32574,1032948,09/04/2015,440,Hollenbeck,438,ARSON,26.0,F,H,DRIVEWAY,"(34.0736, -118.1724)",9,4,2015,34.0736,-118.1724,2015-09-04,26.7
32725,1033153,09/16/2015,638,Hollenbeck,421,ARSON,75.0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0676, -118.2202)",9,16,2015,34.0676,-118.2202,2015-09-16,23.6
32778,1033226,09/20/2015,1110,Hollenbeck,463,ARSON,43.0,M,H,OTHER BUSINESS,"(34.049, -118.2127)",9,20,2015,34.049,-118.2127,2015-09-20,37.1
32779,1033227,09/20/2015,1335,Hollenbeck,412,CRIMINAL HOMICIDE,17.0,M,H,STREET,"(34.0804, -118.2168)",9,20,2015,34.0804,-118.2168,2015-09-20,38.8
32804,1033263,09/17/2015,409,Hollenbeck,418,ARSON,50.0,M,H,"VEHICLE, PASSENGER/TRUCK","(34.09, -118.175)",9,17,2015,34.09,-118.175,2015-09-17,26.4
32884,1033373,09/26/2015,1845,Hollenbeck,417,KIDNAPPING,44.0,F,H,STREET,"(34.0739, -118.1952)",9,26,2015,34.0739,-118.1952,2015-09-26,35.2
33100,1033664,10/09/2015,850,Hollenbeck,478,ARSON,58.0,F,H,STREET,"(34.0302, -118.2065)",10,9,2015,34.0302,-118.2065,2015-10-09,36.7
33289,1033925,10/20/2015,1330,Hollenbeck,455,KIDNAPPING,58.0,F,H,PARKING LOT,"(34.0512, -118.2093)",10,20,2015,34.0512,-118.2093,2015-10-20,27.3
33434,1034116,10/28/2015,1414,Hollenbeck,407,CRIMINAL HOMICIDE,19.0,F,H,PARK/PLAYGROUND,"(34.0881, -118.1877)",10,28,2015,34.0881,-118.1877,2015-10-28,29.0
33457,1034153,10/31/2015,327,Hollenbeck,408,ARSON,73.0,M,H,STREET,"(34.0877, -118.1749)",10,31,2015,34.0877,-118.1749,2015-10-31,32.2
33483,1034189,10/31/2015,2100,Hollenbeck,497,THROWING OBJECT AT MOVING VEHICLE,31.0,M,H,STREET,"(34.0201, -118.2104)",10,31,2015,34.0201,-118.2104,2015-10-31,30.9
33484,1034190,10/31/2015,2100,Hollenbeck,497,THROWING OBJECT AT MOVING VEHICLE,24.0,F,H,STREET,"(34.0201, -118.2104)",10,31,2015,34.0201,-118.2104,2015-10-31,30.9
33506,1034218,11/01/2015,27,Hollenbeck,409,ARSON,60.0,F,H,SINGLE FAMILY DWELLING,"(34.093, -118.1617)",11,1,2015,34.093,-118.1617,2015-11-01,30.3
33771,1034591,11/20/2015,800,Hollenbeck,437,THROWING OBJECT AT MOVING VEHICLE,62.0,F,W,STREET,"(34.069, -118.1952)",11,20,2015,34.069,-118.1952,2015-11-20,30.1
33821,1034660,11/21/2015,20,Hollenbeck,468,ARSON,31.0,F,H,"VEHICLE, PASSENGER/TRUCK","(34.0388, -118.1987)",11,21,2015,34.0388,-118.1987,2015-11-21,29.8
33896,1034758,11/29/2015,1400,Hollenbeck,451,THROWING OBJECT AT MOVING VEHICLE,56.0,M,H,STREET,"(34.0477, -118.2278)",11,29,2015,34.0477,-118.2278,2015-11-29,18.2
34056,1034962,12/08/2015,2023,Hollenbeck,455,CRIMINAL HOMICIDE,20.0,M,H,STREET,"(34.0523, -118.2068)",12,8,2015,34.0523,-118.2068,2015-12-08,28.7
34204,1035156,12/19/2015,2045,Hollenbeck,416,ARSON,69.0,F,H,SINGLE FAMILY DWELLING,"(34.081, -118.2076)",12,19,2015,34.081,-118.2076,2015-12-19,16.7
34226,1035183,12/19/2015,2045,Hollenbeck,416,ARSON,27.0,F,H,SINGLE FAMILY DWELLING,"(34.081, -118.2076)",12,19,2015,34.081,-118.2076,2015-12-19,16.7
34530,1035573,06/14/2015,800,Harbor,585,CRIMINAL HOMICIDE,24.0,M,H,STREET,"(33.7261, -118.2968)",6,14,2015,33.7261,-118.2968,2015-06-14,23.3
34557,1035604,07/02/2015,1815,Harbor,513,CRIMINAL HOMICIDE,20.0,M,H,ALLEY,"(33.7947, -118.296)",7,2,2015,33.7947,-118.296,2015-07-02,25.7
34637,1035687,09/03/2015,1910,Harbor,531,CRIMINAL HOMICIDE,42.0,M,H,STREET,"(33.7882, -118.3076)",9,3,2015,33.7882,-118.3076,2015-09-03,24.3
34698,1035755,11/18/2015,810,Harbor,529,THROWING OBJECT AT MOVING VEHICLE,36.0,M,H,STREET,"(33.7785, -118.2623)",11,18,2015,33.7785,-118.2623,2015-11-18,22.7
34944,1036044,01/12/2015,1630,Harbor,563,CRIMINAL HOMICIDE,72.0,F,H,SINGLE FAMILY DWELLING,"(33.7343, -118.2946)",1,12,2015,33.7343,-118.2946,2015-01-12,17.2
35219,1036394,01/29/2015,2008,Harbor,529,CRIMINAL HOMICIDE,45.0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.7807, -118.2494)",1,29,2015,33.7807,-118.2494,2015-01-29,20.8
35289,1036480,02/03/2015,944,Harbor,522,ARSON,31.0,M,H,PARKING LOT,"(33.7796, -118.2702)",2,3,2015,33.7796,-118.2702,2015-02-03,19.8
35474,1036707,02/13/2015,910,Harbor,516,PICKPOCKET,66.0,M,W,BUS STOP,"(33.7911, -118.264)",2,13,2015,33.7911,-118.264,2015-02-13,26.8
35538,1036781,02/16/2015,2100,Harbor,526,CRIMINAL HOMICIDE,56.0,M,W,PARKING LOT,"(33.7799, -118.265)",2,16,2015,33.7799,-118.265,2015-02-16,19.9
35696,1036978,02/06/2015,300,Harbor,566,KIDNAPPING,24.0,F,H,STREET,"(33.7315, -118.2857)",2,6,2015,33.7315,-118.2857,2015-02-06,19.6
36296,1037717,03/29/2015,2351,Harbor,513,ARSON,39.0,M,H,"VEHICLE, PASSENGER/TRUCK","(33.7938, -118.2959)",3,29,2015,33.7938,-118.2959,2015-03-29,23.9
36377,1037807,04/02/2015,330,Harbor,529,CRIMINAL HOMICIDE,71.0,M,B,MOTEL,"(33.7727, -118.2619)",4,2,2015,33.7727,-118.2619,2015-04-02,22.2
36729,1038237,04/17/2015,1330,Harbor,563,ARSON,37.0,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.7315, -118.2968)",4,17,2015,33.7315,-118.2968,2015-04-17,24.6
36739,1038250,04/20/2015,330,Harbor,585,ARSON,14.0,M,O,SIDEWALK,"(33.7279, -118.2924)",4,20,2015,33.7279,-118.2924,2015-04-20,20.0
36988,1038554,05/03/2015,656,Harbor,557,KIDNAPPING,23.0,F,H,RESTAURANT/FAST FOOD,"(33.7415, -118.2923)",5,3,2015,33.7415,-118.2923,2015-05-03,21.0
37540,1039248,05/31/2015,200,Harbor,555,KIDNAPPING,30.0,F,H,STREET,"(33.7478, -118.2879)",5,31,2015,33.7478,-118.2879,2015-05-31,21.5
37830,1039593,06/15/2015,720,Harbor,566,ARSON,14.0,M,O,OTHER RESIDENCE,"(33.7347, -118.2842)",6,15,2015,33.7347,-118.2842,2015-06-15,23.4
38023,1039799,06/23/2015,2325,Harbor,517,CRIMINAL HOMICIDE,18.0,M,H,YARD (RESIDENTIAL/BUSINESS),"(33.7831, -118.2552)",6,23,2015,33.7831,-118.2552,2015-06-23,26.6
38221,1040028,07/02/2015,2245,Harbor,541,THROWING OBJECT AT MOVING VEHICLE,53.0,M,B,STREET,"(33.7556, -118.2922)",7,2,2015,33.7556,-118.2922,2015-07-02,25.8
38273,1040089,07/05/2015,541,Harbor,585,ARSON,29.0,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.7216, -118.2968)",7,5,2015,33.7216,-118.2968,2015-07-05,22.7
38574,1040454,07/21/2015,1906,Harbor,566,CRIMINAL HOMICIDE,31.0,M,H,STREET,"(33.7324, -118.2836)",7,21,2015,33.7324,-118.2836,2015-07-21,25.6
38996,1040945,08/12/2015,515,Harbor,565,ARSON,38.0,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.737, -118.2879)",8,12,2015,33.737,-118.2879,2015-08-12,30.4
39049,1041002,08/15/2015,250,Harbor,519,KIDNAPPING,14.0,F,H,SINGLE FAMILY DWELLING,"(33.7924, -118.2511)",8,15,2015,33.7924,-118.2511,2015-08-15,31.5
39733,1041843,09/03/2015,1600,Harbor,516,ARSON,23.0,M,H,"VEHICLE, PASSENGER/TRUCK","(33.7828, -118.2651)",9,3,2015,33.7828,-118.2651,2015-09-03,24.4
39945,1042107,09/26/2015,1404,Harbor,563,ARSON,68.0,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(33.7324, -118.2902)",9,26,2015,33.7324,-118.2902,2015-09-26,30.6
39951,1042116,09/24/2015,2200,Harbor,541,THROWING OBJECT AT MOVING VEHICLE,17.0,M,W,"VEHICLE, PASSENGER/TRUCK","(33.7501, -118.3092)",9,24,2015,33.7501,-118.3092,2015-09-24,29.6
40436,1042732,10/20/2015,930,Harbor,504,ARSON,34.0,F,H,PARKING LOT,"(33.8584, -118.3093)",10,20,2015,33.8584,-118.3093,2015-10-20,25.0
40437,1042733,10/20/2015,930,Harbor,504,ARSON,39.0,F,H,PARKING LOT,"(33.8584, -118.3093)",10,20,2015,33.8584,-118.3093,2015-10-20,25.0
40530,1042859,10/25/2015,1810,Harbor,519,ARSON,51.0,M,W,STREET,"(33.7945, -118.2437)",10,25,2015,33.7945,-118.2437,2015-10-25,27.1
40531,1042860,10/25/2015,1810,Harbor,519,ARSON,56.0,M,W,STREET,"(33.7945, -118.2437)",10,25,2015,33.7945,-118.2437,2015-10-25,27.1
40684,1043049,11/01/2015,1715,Harbor,509,THROWING OBJECT AT MOVING VEHICLE,56.0,M,W,STREET,"(33.7958, -118.3076)",11,1,2015,33.7958,-118.3076,2015-11-01,26.5
40715,1043088,11/03/2015,1044,Harbor,522,CRIMINAL HOMICIDE,27.0,M,H,ALLEY,"(33.778, -118.2727)",11,3,2015,33.778,-118.2727,2015-11-03,19.9
40780,1043165,11/05/2015,1615,Harbor,523,THROWING OBJECT AT MOVING VEHICLE,37.0,F,H,STREET,"(33.7589, -118.2872)",11,5,2015,33.7589,-118.2872,2015-11-05,21.0
41044,1043505,11/19/2015,1130,Harbor,555,KIDNAPPING,16.0,F,W,STREET,"(33.7484, -118.2933)",11,19,2015,33.7484,-118.2933,2015-11-19,25.4
41214,1043705,11/24/2015,2059,Harbor,569,ARSON,46.0,M,W,SLIPS/DOCK/MARINA/BOAT,"(33.7257, -118.2766)",11,24,2015,33.7257,-118.2766,2015-11-24,19.0
41260,1043764,11/28/2015,145,Harbor,557,THROWING OBJECT AT MOVING VEHICLE,27.0,M,O,STREET,"(33.7379, -118.2923)",11,28,2015,33.7379,-118.2923,2015-11-28,17.0
41266,1043773,11/29/2015,2130,Harbor,569,ARSON,60.0,M,W,SLIPS/DOCK/MARINA/BOAT,"(33.7257, -118.2766)",11,29,2015,33.7257,-118.2766,2015-11-29,18.2
42225,1044996,01/04/2015,2355,Hollywood,646,CRIMINAL HOMICIDE,53.0,M,B,STREET,"(34.0998, -118.3295)",1,4,2015,34.0998,-118.3295,2015-01-04,19.2
42264,1045054,01/07/2015,1950,Hollywood,643,KIDNAPPING,39.0,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","(34.0998, -118.3502)",1,7,2015,34.0998,-118.3502,2015-01-07,27.5
42436,1045264,01/17/2015,230,Hollywood,646,PICKPOCKET,24.0,F,A,NIGHT CLUB (OPEN EVENINGS ONLY),"(34.1016, -118.331)",1,17,2015,34.1016,-118.331,2015-01-17,24.7
42520,1045370,01/22/2015,2330,Hollywood,679,ARSON,32.0,F,O,LIQUOR STORE,"(34.0908, -118.3005)",1,22,2015,34.0908,-118.3005,2015-01-22,23.6
42783,1045708,02/07/2015,2340,Hollywood,636,CRIMINAL HOMICIDE,31.0,M,B,STREET,"(34.1034, -118.3325)",2,7,2015,34.1034,-118.3325,2015-02-07,18.8
43094,1046115,02/25/2015,1530,Hollywood,668,THROWING OBJECT AT MOVING VEHICLE,50.0,M,W,FREEWAY,"(34.0944, -118.3125)",2,25,2015,34.0944,-118.3125,2015-02-25,21.5
43200,1046250,02/27/2015,2330,Hollywood,646,PICKPOCKET,22.0,M,W,OTHER BUSINESS,"(34.1016, -118.331)",2,27,2015,34.1016,-118.331,2015-02-27,17.3
43243,1046307,03/07/2015,100,Hollywood,637,PICKPOCKET,23.0,F,O,NIGHT CLUB (OPEN EVENINGS ONLY),"(34.103, -118.3225)",3,7,2015,34.103,-118.3225,2015-03-07,29.5
43422,1046509,03/15/2015,220,Hollywood,646,THROWING OBJECT AT MOVING VEHICLE,14.0,M,W,STREET,"(34.1016, -118.3267)",3,15,2015,34.1016,-118.3267,2015-03-15,33.1
43434,1046521,03/16/2015,10,Hollywood,636,PICKPOCKET,39.0,M,H,SIDEWALK,"(34.1016, -118.3267)",3,16,2015,34.1016,-118.3267,2015-03-16,31.7
43722,1046881,03/28/2015,150,Hollywood,647,THROWING OBJECT AT MOVING VEHICLE,49.0,M,B,STREET,"(34.1017, -118.3224)",3,28,2015,34.1017,-118.3224,2015-03-28,29.5
43726,1046888,03/28/2015,2352,Hollywood,643,THROWING OBJECT AT MOVING VEHICLE,52.0,M,W,STREET,"(34.0998, -118.3447)",3,28,2015,34.0998,-118.3447,2015-03-28,29.6
43866,1047056,04/07/2015,300,Hollywood,648,PICKPOCKET,50.0,M,O,DRUG STORE,"(34.1, -118.3113)",4,7,2015,34.1,-118.3113,2015-04-07,16.9
43881,1047073,04/05/2015,400,Hollywood,663,KIDNAPPING,46.0,M,H,STREET,"(34.0907, -118.3332)",4,5,2015,34.0907,-118.3332,2015-04-05,22.1
44150,1047398,04/22/2015,835,Hollywood,636,CRIMINAL HOMICIDE,27.0,M,W,PARKING LOT,"(34.1016, -118.3348)",4,22,2015,34.1016,-118.3348,2015-04-22,19.1
44331,1047607,05/01/2015,2020,Hollywood,646,PICKPOCKET,16.0,M,H,SIDEWALK,"(34.1016, -118.3267)",5,1,2015,34.1016,-118.3267,2015-05-01,32.2
44706,1048072,05/23/2015,120,Hollywood,645,ARSON,14.0,M,O,SIDEWALK,"(34.098, -118.3416)",5,23,2015,34.098,-118.3416,2015-05-23,20.2
44977,1048407,06/12/2015,1615,Hollywood,645,PICKPOCKET,51.0,F,W,OTHER STORE,"(34.1016, -118.3401)",6,12,2015,34.1016,-118.3401,2015-06-12,25.1
45132,1048589,06/13/2015,230,Hollywood,646,PICKPOCKET,31.0,F,B,SIDEWALK,"(34.1016, -118.331)",6,13,2015,34.1016,-118.331,2015-06-13,25.5
45181,1048651,06/13/2015,2330,Hollywood,646,PICKPOCKET,27.0,F,O,OTHER BUSINESS,"(34.1016, -118.331)",6,13,2015,34.1016,-118.331,2015-06-13,25.5
45371,1048881,06/24/2015,200,Hollywood,622,ARSON,41.0,M,W,STREET,"(34.1126, -118.3714)",6,24,2015,34.1126,-118.3714,2015-06-24,31.8
45378,1048890,06/24/2015,203,Hollywood,622,ARSON,41.0,M,W,STREET,"(34.1126, -118.3714)",6,24,2015,34.1126,-118.3714,2015-06-24,31.8
45439,1048968,06/28/2015,1830,Hollywood,646,CRIMINAL HOMICIDE,48.0,M,W,SIDEWALK,"(34.0967, -118.3366)",6,28,2015,34.0967,-118.3366,2015-06-28,33.7
45445,1048975,06/29/2015,230,Hollywood,636,KIDNAPPING,28.0,F,B,STREET,"(34.1016, -118.3361)",6,29,2015,34.1016,-118.3361,2015-06-29,34.3
